date,agent_id,team,site,account,shift,channel,program,tenure_band,ssa_n8nn_month,ssa_n8nn_calls_offered,ssa_n8nn_busy_rate_pct,daily_contacts,occupancy,aht,acw,qa,csat,fcr,escalation_rate,transfer_rate,late_count,absent_flag
2026-04-30,A030,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,2147.0,0.853,422.6,59.83,92.79,4.49,0.834,0.083,0.105,0.35,0
2026-04-30,A031,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-04,2715000,7.9,1587.0,0.863,484.97,68.51,90.27,4.49,0.823,0.087,0.104,0.5,0
2026-04-30,A032,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-04,2715000,7.9,1699.0,0.873,449.33,63.55,91.71,4.49,0.829,0.091,0.101,0.65,0
2026-04-30,A033,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,1811.0,0.843,422.6,59.83,92.79,4.49,0.834,0.079,0.099,0.2,0
2026-04-30,A034,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-04,2715000,7.9,1923.0,0.853,484.97,68.51,90.27,4.49,0.823,0.083,0.113,0.35,0
2026-04-30,A035,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-04,2715000,7.9,2035.0,0.863,449.33,63.55,91.71,4.49,0.829,0.087,0.11,0.5,0
2026-04-30,A036,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-04,2715000,7.9,2147.0,0.873,422.6,59.83,92.79,4.49,0.834,0.091,0.093,0.65,0
2026-04-30,A037,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,1587.0,0.84,449.97,68.51,90.27,4.55,0.827,0.07,0.107,0.2,0
2026-04-30,A038,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,1699.0,0.85,416.93,63.55,91.71,4.55,0.833,0.074,0.104,0.35,0
2026-04-30,A039,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,1811.0,0.86,392.14,59.83,92.79,4.55,0.838,0.078,0.102,0.5,0
2026-04-30,A040,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,1923.0,0.87,449.97,68.51,90.27,4.55,0.827,0.082,0.116,0.65,0
2026-04-30,A041,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,2035.0,0.84,416.93,63.55,91.71,4.55,0.833,0.07,0.098,0.2,0
2026-04-30,A042,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,2147.0,0.85,392.14,59.83,92.79,4.55,0.838,0.074,0.096,0.35,0
2026-04-30,A043,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,1587.0,0.86,449.97,68.51,90.27,4.55,0.827,0.078,0.11,0.5,0
2026-04-30,A044,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,1699.0,0.87,416.93,63.55,91.71,4.55,0.833,0.082,0.107,0.65,0
2026-04-30,A045,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,1811.0,0.84,392.14,59.83,92.79,4.55,0.838,0.07,0.105,0.2,0
2026-04-30,A046,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-04,2715000,7.9,1923.0,0.85,449.97,68.51,90.27,4.55,0.827,0.074,0.104,0.35,0
2026-04-30,A047,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-04,2715000,7.9,2035.0,0.86,416.93,63.55,91.71,4.55,0.833,0.078,0.101,0.5,0
2026-04-30,A048,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-04,2715000,7.9,2147.0,0.87,392.14,59.83,92.79,4.55,0.838,0.082,0.099,0.65,0
2026-05-01,A001,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-05,2865000,8.6,1590.0,0.848,473.69,70.06,90.42,4.53,0.825,0.075,0.105,0.2,0
2026-05-01,A002,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-05,2865000,8.6,1702.0,0.858,439.35,65.1,91.86,4.53,0.831,0.079,0.101,0.35,0
2026-05-01,A003,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-05,2865000,8.6,1814.0,0.868,413.59,61.38,92.94,4.53,0.836,0.083,0.1,0.5,0
2026-05-01,A004,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-05,2865000,8.6,1926.0,0.878,473.69,70.06,90.42,4.53,0.825,0.087,0.114,0.65,0
2026-05-01,A005,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-05,2865000,8.6,2039.0,0.848,439.35,65.1,91.86,4.53,0.831,0.075,0.11,0.2,0
2026-05-01,A006,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-05,2865000,8.6,2151.0,0.858,413.59,61.38,92.94,4.53,0.836,0.079,0.094,0.35,0
2026-05-01,A007,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-05,2865000,8.6,1590.0,0.868,473.69,70.06,90.42,4.53,0.825,0.083,0.108,0.5,0
2026-05-01,A008,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-05,2865000,8.6,1702.0,0.878,439.35,65.1,91.86,4.53,0.831,0.087,0.104,0.65,0
2026-05-01,A009,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-05,2865000,8.6,1814.0,0.848,413.59,61.38,92.94,4.53,0.836,0.075,0.103,0.2,0
2026-05-01,A010,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-05,2865000,8.6,1926.0,0.858,473.69,70.06,90.42,4.53,0.825,0.079,0.117,0.35,0
2026-05-01,A011,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-05,2865000,8.6,2039.0,0.868,439.35,65.1,91.86,4.53,0.831,0.083,0.098,0.5,0
2026-05-01,A012,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-05,2865000,8.6,2151.0,0.878,413.59,61.38,92.94,4.53,0.836,0.087,0.097,0.65,0
2026-05-01,A013,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-05,2865000,8.6,1590.0,0.845,438.7,70.06,90.42,4.58,0.829,0.066,0.111,0.2,0
2026-05-01,A014,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-05,2865000,8.6,1702.0,0.855,406.95,65.1,91.86,4.58,0.835,0.07,0.107,0.35,0
2026-05-01,A015,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-05,2865000,8.6,1814.0,0.865,383.14,61.38,92.94,4.58,0.84,0.074,0.106,0.5,0
2026-05-01,A016,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-05,2865000,8.6,1926.0,0.875,438.7,70.06,90.42,4.58,0.829,0.078,0.105,0.65,0
2026-05-01,A017,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-05,2865000,8.6,2039.0,0.845,406.95,65.1,91.86,4.58,0.835,0.066,0.101,0.2,0
2026-05-01,A018,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-05,2865000,8.6,2151.0,0.855,383.14,61.38,92.94,4.58,0.84,0.07,0.1,0.35,0
2026-05-01,A019,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-05,2865000,8.6,1590.0,0.865,438.7,70.06,90.42,4.58,0.829,0.074,0.114,0.5,0
2026-05-01,A020,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-05,2865000,8.6,1702.0,0.875,406.95,65.1,91.86,4.58,0.835,0.078,0.11,0.65,0
2026-05-01,A021,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-05,2865000,8.6,1814.0,0.845,383.14,61.38,92.94,4.58,0.84,0.066,0.094,0.2,0
2026-05-01,A022,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-05,2865000,8.6,1926.0,0.855,438.7,70.06,90.42,4.58,0.829,0.07,0.108,0.35,0
2026-05-01,A023,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-05,2865000,8.6,2039.0,0.865,406.95,65.1,91.86,4.58,0.835,0.074,0.104,0.5,0
2026-05-01,A024,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-05,2865000,8.6,2151.0,0.875,383.14,61.38,92.94,4.58,0.84,0.078,0.103,0.65,0
2026-05-01,A025,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-05,2865000,8.6,1590.0,0.85,491.19,70.06,90.42,4.5,0.823,0.08,0.117,0.2,0
2026-05-01,A026,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-05,2865000,8.6,1702.0,0.86,455.55,65.1,91.86,4.5,0.829,0.084,0.098,0.35,0
2026-05-01,A027,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-05,2865000,8.6,1814.0,0.87,428.82,61.38,92.94,4.5,0.834,0.088,0.097,0.5,0
2026-05-01,A028,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-05,2865000,8.6,1926.0,0.88,491.19,70.06,90.42,4.5,0.823,0.092,0.111,0.65,0
2026-05-01,A029,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-05,2865000,8.6,2039.0,0.85,455.55,65.1,91.86,4.5,0.829,0.08,0.107,0.2,0
2026-05-01,A030,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-05,2865000,8.6,2151.0,0.86,428.82,61.38,92.94,4.5,0.834,0.084,0.106,0.35,0
2026-05-01,A031,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-05,2865000,8.6,1590.0,0.87,491.19,70.06,90.42,4.5,0.823,0.088,0.105,0.5,0
2026-05-01,A032,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-05,2865000,8.6,1702.0,0.88,455.55,65.1,91.86,4.5,0.829,0.092,0.101,0.65,0
2026-05-01,A033,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-05,2865000,8.6,1814.0,0.85,428.82,61.38,92.94,4.5,0.834,0.08,0.1,0.2,0
2026-05-01,A034,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-05,2865000,8.6,1926.0,0.86,491.19,70.06,90.42,4.5,0.823,0.084,0.114,0.35,0
2026-05-01,A035,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-05,2865000,8.6,2039.0,0.87,455.55,65.1,91.86,4.5,0.829,0.088,0.11,0.5,0
2026-05-01,A036,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-05,2865000,8.6,2151.0,0.88,428.82,61.38,92.94,4.5,0.834,0.092,0.094,0.65,0
2026-05-01,A037,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-05,2865000,8.6,1590.0,0.847,456.2,70.06,90.42,4.56,0.827,0.071,0.108,0.2,0
2026-05-01,A038,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-05,2865000,8.6,1702.0,0.857,423.15,65.1,91.86,4.56,0.833,0.075,0.104,0.35,0
2026-05-01,A039,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-05,2865000,8.6,1814.0,0.867,398.36,61.38,92.94,4.56,0.838,0.079,0.103,0.5,0
2026-05-01,A040,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-05,2865000,8.6,1926.0,0.877,456.2,70.06,90.42,4.56,0.827,0.083,0.117,0.65,0
2026-05-01,A041,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-05,2865000,8.6,2039.0,0.847,423.15,65.1,91.86,4.56,0.833,0.071,0.098,0.2,0
2026-05-01,A042,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-05,2865000,8.6,2151.0,0.857,398.36,61.38,92.94,4.56,0.838,0.075,0.097,0.35,0
2026-05-01,A043,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-05,2865000,8.6,1590.0,0.867,456.2,70.06,90.42,4.56,0.827,0.079,0.111,0.5,0
2026-05-01,A044,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-05,2865000,8.6,1702.0,0.877,423.15,65.1,91.86,4.56,0.833,0.083,0.107,0.65,1
2026-05-01,A045,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-05,2865000,8.6,1814.0,0.847,398.36,61.38,92.94,4.56,0.838,0.071,0.106,0.2,0
2026-05-01,A046,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-05,2865000,8.6,1926.0,0.857,456.2,70.06,90.42,4.56,0.827,0.075,0.105,0.35,0
2026-05-01,A047,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-05,2865000,8.6,2039.0,0.867,423.15,65.1,91.86,4.56,0.833,0.079,0.101,0.5,0
2026-05-01,A048,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-05,2865000,8.6,2151.0,0.877,398.36,61.38,92.94,4.56,0.838,0.083,0.1,0.65,0
2026-05-02,A001,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-05,2865000,8.6,1218.0,0.848,478.69,71.26,90.6,4.54,0.825,0.075,0.105,0.2,0
2026-05-02,A002,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-05,2865000,8.6,1304.0,0.858,444.35,66.3,92.04,4.54,0.831,0.079,0.101,0.35,0
2026-05-02,A003,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-05,2865000,8.6,1390.0,0.868,418.59,62.58,93.12,4.54,0.836,0.083,0.1,0.5,0
2026-05-02,A004,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-05,2865000,8.6,1475.0,0.878,478.69,71.26,90.6,4.54,0.825,0.087,0.114,0.65,0
2026-05-02,A005,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-05,2865000,8.6,1561.0,0.848,444.35,66.3,92.04,4.54,0.831,0.075,0.11,0.2,0
2026-05-02,A006,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-05,2865000,8.6,1647.0,0.858,418.59,62.58,93.12,4.54,0.836,0.079,0.094,0.35,0
2026-05-02,A007,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-05,2865000,8.6,1218.0,0.868,478.69,71.26,90.6,4.54,0.825,0.083,0.108,0.5,0
2026-05-02,A008,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-05,2865000,8.6,1304.0,0.878,444.35,66.3,92.04,4.54,0.831,0.087,0.104,0.65,0
2026-05-02,A009,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-05,2865000,8.6,1390.0,0.848,418.59,62.58,93.12,4.54,0.836,0.075,0.103,0.2,0
2026-05-02,A010,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-05,2865000,8.6,1475.0,0.858,478.69,71.26,90.6,4.54,0.825,0.079,0.117,0.35,0
2026-05-02,A011,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-05,2865000,8.6,1561.0,0.868,444.35,66.3,92.04,4.54,0.831,0.083,0.098,0.5,0
2026-05-02,A012,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-05,2865000,8.6,1647.0,0.878,418.59,62.58,93.12,4.54,0.836,0.087,0.097,0.65,0
2026-05-02,A013,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-05,2865000,8.6,1218.0,0.845,443.7,71.26,90.6,4.59,0.829,0.066,0.111,0.2,0
2026-05-02,A014,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-05,2865000,8.6,1304.0,0.855,411.95,66.3,92.04,4.59,0.835,0.07,0.107,0.35,0
2026-05-02,A015,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-05,2865000,8.6,1390.0,0.865,388.14,62.58,93.12,4.59,0.84,0.074,0.106,0.5,0
2026-05-02,A016,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-05,2865000,8.6,1475.0,0.875,443.7,71.26,90.6,4.59,0.829,0.078,0.105,0.65,0
2026-05-02,A017,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-05,2865000,8.6,1561.0,0.845,411.95,66.3,92.04,4.59,0.835,0.066,0.101,0.2,0
2026-05-02,A018,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-05,2865000,8.6,1647.0,0.855,388.14,62.58,93.12,4.59,0.84,0.07,0.1,0.35,0
2026-05-02,A019,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-05,2865000,8.6,1218.0,0.865,443.7,71.26,90.6,4.59,0.829,0.074,0.114,0.5,0
2026-05-02,A020,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-05,2865000,8.6,1304.0,0.875,411.95,66.3,92.04,4.59,0.835,0.078,0.11,0.65,0
2026-05-02,A021,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-05,2865000,8.6,1390.0,0.845,388.14,62.58,93.12,4.59,0.84,0.066,0.094,0.2,0
2026-05-02,A022,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-05,2865000,8.6,1475.0,0.855,443.7,71.26,90.6,4.59,0.829,0.07,0.108,0.35,0
2026-05-02,A023,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-05,2865000,8.6,1561.0,0.865,411.95,66.3,92.04,4.59,0.835,0.074,0.104,0.5,0
2026-05-02,A024,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-05,2865000,8.6,1647.0,0.875,388.14,62.58,93.12,4.59,0.84,0.078,0.103,0.65,0
2026-05-02,A025,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-05,2865000,8.6,1218.0,0.85,496.19,71.26,90.6,4.51,0.823,0.08,0.117,0.2,0
2026-05-02,A026,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-05,2865000,8.6,1304.0,0.86,460.55,66.3,92.04,4.51,0.829,0.084,0.098,0.35,1
2026-05-02,A027,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-05,2865000,8.6,1390.0,0.87,433.82,62.58,93.12,4.51,0.834,0.088,0.097,0.5,0
2026-05-02,A028,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-05,2865000,8.6,1475.0,0.88,496.19,71.26,90.6,4.51,0.823,0.092,0.111,0.65,0
2026-05-02,A029,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-05,2865000,8.6,1561.0,0.85,460.55,66.3,92.04,4.51,0.829,0.08,0.107,0.2,0
2026-05-02,A030,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-05,2865000,8.6,1647.0,0.86,433.82,62.58,93.12,4.51,0.834,0.084,0.106,0.35,0
2026-05-02,A031,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-05,2865000,8.6,1218.0,0.87,496.19,71.26,90.6,4.51,0.823,0.088,0.105,0.5,0
2026-05-02,A032,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-05,2865000,8.6,1304.0,0.88,460.55,66.3,92.04,4.51,0.829,0.092,0.101,0.65,0
2026-05-02,A033,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-05,2865000,8.6,1390.0,0.85,433.82,62.58,93.12,4.51,0.834,0.08,0.1,0.2,0
2026-05-02,A034,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-05,2865000,8.6,1475.0,0.86,496.19,71.26,90.6,4.51,0.823,0.084,0.114,0.35,0
2026-05-02,A035,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-05,2865000,8.6,1561.0,0.87,460.55,66.3,92.04,4.51,0.829,0.088,0.11,0.5,0
2026-05-02,A036,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-05,2865000,8.6,1647.0,0.88,433.82,62.58,93.12,4.51,0.834,0.092,0.094,0.65,0
2026-05-02,A037,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-05,2865000,8.6,1218.0,0.847,461.2,71.26,90.6,4.57,0.827,0.071,0.108,0.2,0
2026-05-02,A038,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-05,2865000,8.6,1304.0,0.857,428.15,66.3,92.04,4.57,0.833,0.075,0.104,0.35,0
2026-05-02,A039,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-05,2865000,8.6,1390.0,0.867,403.36,62.58,93.12,4.57,0.838,0.079,0.103,0.5,0
2026-05-02,A040,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-05,2865000,8.6,1475.0,0.877,461.2,71.26,90.6,4.57,0.827,0.083,0.117,0.65,0
2026-05-02,A041,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-05,2865000,8.6,1561.0,0.847,428.15,66.3,92.04,4.57,0.833,0.071,0.098,0.2,0
2026-05-02,A042,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-05,2865000,8.6,1647.0,0.857,403.36,62.58,93.12,4.57,0.838,0.075,0.097,0.35,0
2026-05-02,A043,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-05,2865000,8.6,1218.0,0.867,461.2,71.26,90.6,4.57,0.827,0.079,0.111,0.5,0
2026-05-02,A044,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-05,2865000,8.6,1304.0,0.877,428.15,66.3,92.04,4.57,0.833,0.083,0.107,0.65,0
2026-05-02,A045,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-05,2865000,8.6,1390.0,0.847,403.36,62.58,93.12,4.57,0.838,0.071,0.106,0.2,0
2026-05-02,A046,Team Davao D,Davao,Healthcare,Day,Voice,Benefits,new,2026-05,2865000,8.6,1475.0,0.857,461.2,71.26,90.6,4.57,0.827,0.075,0.105,0.35,0
2026-05-02,A047,Team Davao D,Davao,Healthcare,Swing,Voice,Benefits,steady,2026-05,2865000,8.6,1561.0,0.867,428.15,66.3,92.04,4.57,0.833,0.079,0.101,0.5,0
2026-05-02,A048,Team Davao D,Davao,Healthcare,Night,Voice,Benefits,senior,2026-05,2865000,8.6,1647.0,0.877,403.36,62.58,93.12,4.57,0.838,0.083,0.1,0.65,0
2026-05-03,A001,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-05,2865000,8.6,1116.0,0.848,483.69,72.46,90.42,4.53,0.825,0.075,0.105,0.28,0
2026-05-03,A002,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-05,2865000,8.6,1195.0,0.858,449.35,67.5,91.86,4.53,0.831,0.079,0.101,0.43,0
2026-05-03,A003,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-05,2865000,8.6,1274.0,0.868,423.59,63.78,92.94,4.53,0.836,0.083,0.1,0.58,0
2026-05-03,A004,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-05,2865000,8.6,1353.0,0.878,483.69,72.46,90.42,4.53,0.825,0.087,0.114,0.73,0
2026-05-03,A005,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-05,2865000,8.6,1431.0,0.848,449.35,67.5,91.86,4.53,0.831,0.075,0.11,0.28,0
2026-05-03,A006,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-05,2865000,8.6,1510.0,0.858,423.59,63.78,92.94,4.53,0.836,0.079,0.094,0.43,0
2026-05-03,A007,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-05,2865000,8.6,1116.0,0.868,483.69,72.46,90.42,4.53,0.825,0.083,0.108,0.58,0
2026-05-03,A008,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-05,2865000,8.6,1195.0,0.878,449.35,67.5,91.86,4.53,0.831,0.087,0.104,0.73,1
2026-05-03,A009,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-05,2865000,8.6,1274.0,0.848,423.59,63.78,92.94,4.53,0.836,0.075,0.103,0.28,0
2026-05-03,A010,Team Manila A,Manila,Telco,Day,Voice,Retention,new,2026-05,2865000,8.6,1353.0,0.858,483.69,72.46,90.42,4.53,0.825,0.079,0.117,0.43,0
2026-05-03,A011,Team Manila A,Manila,Telco,Swing,Voice,Retention,steady,2026-05,2865000,8.6,1431.0,0.868,449.35,67.5,91.86,4.53,0.831,0.083,0.098,0.58,0
2026-05-03,A012,Team Manila A,Manila,Telco,Night,Voice,Retention,senior,2026-05,2865000,8.6,1510.0,0.878,423.59,63.78,92.94,4.53,0.836,0.087,0.097,0.73,0
2026-05-03,A013,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-05,2865000,8.6,1116.0,0.845,448.7,72.46,90.42,4.58,0.829,0.066,0.111,0.28,0
2026-05-03,A014,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-05,2865000,8.6,1195.0,0.855,416.95,67.5,91.86,4.58,0.835,0.07,0.107,0.43,0
2026-05-03,A015,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-05,2865000,8.6,1274.0,0.865,393.14,63.78,92.94,4.58,0.84,0.074,0.106,0.58,0
2026-05-03,A016,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-05,2865000,8.6,1353.0,0.875,448.7,72.46,90.42,4.58,0.829,0.078,0.105,0.73,0
2026-05-03,A017,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-05,2865000,8.6,1431.0,0.845,416.95,67.5,91.86,4.58,0.835,0.066,0.101,0.28,0
2026-05-03,A018,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-05,2865000,8.6,1510.0,0.855,393.14,63.78,92.94,4.58,0.84,0.07,0.1,0.43,0
2026-05-03,A019,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-05,2865000,8.6,1116.0,0.865,448.7,72.46,90.42,4.58,0.829,0.074,0.114,0.58,0
2026-05-03,A020,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-05,2865000,8.6,1195.0,0.875,416.95,67.5,91.86,4.58,0.835,0.078,0.11,0.73,0
2026-05-03,A021,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-05,2865000,8.6,1274.0,0.845,393.14,63.78,92.94,4.58,0.84,0.066,0.094,0.28,0
2026-05-03,A022,Team Manila B,Manila,Retail,Day,Voice,Order Support,new,2026-05,2865000,8.6,1353.0,0.855,448.7,72.46,90.42,4.58,0.829,0.07,0.108,0.43,0
2026-05-03,A023,Team Manila B,Manila,Retail,Swing,Voice,Order Support,steady,2026-05,2865000,8.6,1431.0,0.865,416.95,67.5,91.86,4.58,0.835,0.074,0.104,0.58,0
2026-05-03,A024,Team Manila B,Manila,Retail,Night,Voice,Order Support,senior,2026-05,2865000,8.6,1510.0,0.875,393.14,63.78,92.94,4.58,0.84,0.078,0.103,0.73,0
2026-05-03,A025,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-05,2865000,8.6,1116.0,0.85,501.19,72.46,90.42,4.5,0.823,0.08,0.117,0.28,0
2026-05-03,A026,Team Cebu C,Cebu,Travel,Swing,Voice,Reservations,steady,2026-05,2865000,8.6,1195.0,0.86,465.55,67.5,91.86,4.5,0.829,0.084,0.098,0.43,0
2026-05-03,A027,Team Cebu C,Cebu,Travel,Night,Voice,Reservations,senior,2026-05,2865000,8.6,1274.0,0.87,438.82,63.78,92.94,4.5,0.834,0.088,0.097,0.58,0
2026-05-03,A028,Team Cebu C,Cebu,Travel,Day,Voice,Reservations,new,2026-05,2865000,8.6,1353.0,0.88,501.19,72.46,90.42,4.5,0.823,0.092,0.111,0.73,0
